Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits
"Aer Simulation XY QAOA, post-selected",21.100297212600708,0101010110,0.36062002182006836,10
"Aer Simulation XY QAOA, post-selected",16.44977957010269,0110011010,112.01276993751526,10,5000,0.10625225876400433,0
