Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction,Iteration Ground State,Sorted Bitstrings
"Aer Simulation XY QAOA, post-selected",24.926657482981682,10100110101010010110,355.5729329586029,20,5000,0.6257249999999998,0
