Experiment,Ground State Energy,Best Measurement,Number of qubits,shots,Fraction
Aer Simulation Local Penalty QAOA,5.233924865722656,"{'state': 22, 'bitstring': '010110', 'value': (-2.476001802831888+0j), 'probability': 0.159}",6,1000,0.9999999999999997
