Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction,Iteration Ground State
Aer Simulation Local Penalty QAOA,22.393634408712387,"{'state': 38502, 'bitstring': '1001011001100110', 'value': (-51.790147572755814+0j), 'probability': 0.0002}",249.01066875457764,16
Aer Simulation Local Penalty QAOA,22.676244914531708,"{'state': 38502, 'bitstring': '1001011001100110', 'value': (-51.50724858045578+0j), 'probability': 0.0002}",220.36998295783997,16,5000,0.0045125,2
