Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction,Iteration Ground State
Aer Simulation Local Penalty QAOA,18.98700560629368,"{'state': 174693, 'bitstring': '101010101001100101', 'value': (-58.72780603915453+0j), 'probability': 0.0002}",258.9979009628296,18
Aer Simulation Local Penalty QAOA,19.733002796769142,"{'state': 174441, 'bitstring': '101010100101101001', 'value': (-57.981808848679066+0j), 'probability': 0.0002}",278.30449414253235,18,5000,0.00194375,11
