Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction,Iteration Ground State
Aer Simulation local penalty QAOA,18.961961939930916,"{'state': 5481, 'bitstring': '01010101101001', 'value': (-47.37333168834448+0j), 'probability': 0.001}",75.29476189613342,14
Aer Simulation Local Penalty QAOA,18.944943204522133,"{'state': 5482, 'bitstring': '01010101101010', 'value': (-47.38313475996256+0j), 'probability': 0.0002}",196.3063826560974,14,5000,0.00578,2
