Experiment,Ground State Energy,Best Measurement,Number of qubits,shots,Fraction
Aer Simulation Local Penalty QAOA,3.8248452693223953,"{'state': 2148, 'bitstring': '100001100100', 'value': (-13.979620366822928+0j), 'probability': 0.008}",12,1000,0.792551724137931
