Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction,Iteration Ground State,Sorted Bitstrings
"Aer Simulation XY QAOA, post-selected",18.687100306153297,001001001010010100010,397.5218288898468,21,0
"Aer Simulation XY QAOA, post-selected",18.638813450932503,001001001010010100010,822.9800629615784,21,5000,0.620335135135135
