Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction,Sorted Bitstrings
"Aer Simulation XY QAOA, post-selected",2.8876190185546875,010100,0.8680539131164551,6,5000,0.02857142857142857,"[('010100', {'probability': 0.0016, 'energy': -1.9687029123306274, 'count': 1}), ('100010', {'probability': 0.0004, 'energy': -1.8125604391098022, 'count': 1}), ('001100', {'probability': 0.0018, 'energy': -1.8037426471710205, 'count': 1}), ('100001', {'probability': 0.0032, 'energy': -1.5170232653617859, 'count': 1}), ('100100', {'probability': 0.993, 'energy': -1.4827868938446045, 'count': 1})]"
