Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction,Sorted Bitstrings
"Aer Simulation XY QAOA, post-selected",8.227999687194824,100100001010010,174.73130583763123,15
"Aer Simulation XY QAOA, post-selected",8.219103813171387,100100001010010,330.79147696495056,15,5000,0.6811657142857143
"Aer Simulation XY QAOA, post-selected",8.221922397613525,100100001010010,186.40274810791016,15,5000,0.7153657142857142,"[('100100001010010', {'probability': 0.07860000000000002, 'energy': -25.642874635756016, 'count': 34}), ('001100001010010', {'probability': 0.04080000000000001, 'energy': -25.592274822294712, 'count': 34}), ('100100010010010', {'probability': 0.04959999999999998, 'energy': -25.586306370794773, 'count': 34}), ('100100100010010', {'probability': 0.06899999999999999, 'energy': -25.560691513121128, 'count': 34}), ('001100010010010', {'probability': 0.03039999999999998, 'energy': -25.53570655733347, 'count': 33}), ('001100100010010', {'probability': 0.0842, 'energy': -25.510091699659824, 'count': 34}), ('010100001010010', {'probability': 0.0566, 'energy': -25.37092987447977, 'count': 31}), ('010100010010010', {'probability': 0.03279999999999999, 'energy': -25.314361609518528, 'count': 32}), ('010100100010010', {'probability': 0.05779999999999998, 'energy': -25.288746751844883, 'count': 34}), ('100100001010001', {'probability': 0.11540000000000002, 'energy': -24.20947990566492, 'count': 34}), ('001100001010001', {'probability': 0.121, 'energy': -24.158880092203617, 'count': 33}), ('100100010010001', {'probability': 0.0656, 'energy': -24.152911640703678, 'count': 34}), ('100100100010001', {'probability': 0.09260000000000002, 'energy': -24.127296783030033, 'count': 34}), ('001100010010001', {'probability': 0.06980000000000001, 'energy': -24.102311827242374, 'count': 33}), ('001100100010001', {'probability': 0.09939999999999996, 'energy': -24.07669696956873, 'count': 34}), ('010100001010001', {'probability': 0.062399999999999976, 'energy': -23.937535144388676, 'count': 33}), ('010100010010001', {'probability': 0.05259999999999999, 'energy': -23.880966879427433, 'count': 33}), ('010100100010001', {'probability': 0.07100000000000001, 'energy': -23.855352021753788, 'count': 34}), ('100100001010100', {'probability': 0.12159999999999999, 'energy': -23.725151874125004, 'count': 34}), ('001100001010100', {'probability': 0.08859999999999998, 'energy': -23.6745520606637, 'count': 34}), ('100100010010100', {'probability': 0.10259999999999997, 'energy': -23.66858360916376, 'count': 34}), ('100100100010100', {'probability': 0.17579999999999982, 'energy': -23.642968751490116, 'count': 35}), ('001100010010100', {'probability': 0.06020000000000003, 'energy': -23.617983795702457, 'count': 34}), ('001100100010100', {'probability': 0.11559999999999995, 'energy': -23.592368938028812, 'count': 34}), ('010100001010100', {'probability': 0.08360000000000002, 'energy': -23.45320711284876, 'count': 34}), ('010100010010100', {'probability': 0.05139999999999998, 'energy': -23.396638847887516, 'count': 34}), ('010100100010100', {'probability': 0.07520000000000002, 'energy': -23.37102399021387, 'count': 34}), ('100100100001010', {'probability': 0.1075999999999999, 'energy': -22.511192746460438, 'count': 34}), ('001100100001010', {'probability': 0.07579999999999996, 'energy': -22.460592932999134, 'count': 34}), ('100100001001010', {'probability': 0.12940000000000002, 'energy': -22.457318849861622, 'count': 34}), ('001100001001010', {'probability': 0.10699999999999998, 'energy': -22.406719036400318, 'count': 34}), ('100100010001010', {'probability': 0.05819999999999999, 'energy': -22.334740824997425, 'count': 34}), ('001100010001010', {'probability': 0.06520000000000001, 'energy': -22.28414101153612, 'count': 34}), ('010100100001010', {'probability': 0.05499999999999999, 'energy': -22.239247985184193, 'count': 33}), ('010100001001010', {'probability': 0.0688, 'energy': -22.185374088585377, 'count': 34}), ('010100010001010', {'probability': 0.04020000000000001, 'energy': -22.06279606372118, 'count': 32}), ('100100001100010', {'probability': 0.1394, 'energy': -22.0005938783288, 'count': 34}), ('001100001100010', {'probability': 0.1068, 'energy': -21.949994064867496, 'count': 34}), ('010100001100010', {'probability': 0.07579999999999999, 'energy': -21.728649117052555, 'count': 34}), ('100100100100010', {'probability': 0.17979999999999982, 'energy': -21.185349203646183, 'count': 35}), ('001100100100010', {'probability': 0.12379999999999995, 'energy': -21.13474939018488, 'count': 34}), ('100100100001001', {'probability': 0.19099999999999992, 'energy': -21.11465025693178, 'count': 34}), ('001100100001001', {'probability': 0.215, 'energy': -21.064050443470478, 'count': 34}), ('100100001001001', {'probability': 0.19599999999999998, 'energy': -21.060776360332966, 'count': 34}), ('001100001001001', {'probability': 0.14639999999999995, 'energy': -21.010176546871662, 'count': 34}), ('100100010001001', {'probability': 0.08240000000000001, 'energy': -20.93819833546877, 'count': 34}), ('010100100100010', {'probability': 0.0892, 'energy': -20.913404442369938, 'count': 34}), ('001100010001001', {'probability': 0.13360000000000002, 'energy': -20.887598522007465, 'count': 34}), ('010100100001001', {'probability': 0.11359999999999998, 'energy': -20.842705495655537, 'count': 34}), ('010100001001001', {'probability': 0.12279999999999999, 'energy': -20.78883159905672, 'count': 34}), ('010100010001001', {'probability': 0.07540000000000002, 'energy': -20.666253574192524, 'count': 34}), ('100100100001100', {'probability': 0.2718000000000001, 'energy': -20.64538014680147, 'count': 35}), ('001100100001100', {'probability': 0.18659999999999996, 'energy': -20.594780333340168, 'count': 34}), ('100100001001100', {'probability': 0.25200000000000006, 'energy': -20.591506250202656, 'count': 34}), ('100100001100001', {'probability': 0.22439999999999988, 'energy': -20.566061414778233, 'count': 34}), ('100100010100010', {'probability': 0.08679999999999993, 'energy': -20.563151098787785, 'count': 34}), ('001100001001100', {'probability': 0.23079999999999995, 'energy': -20.540906436741352, 'count': 34}), ('001100001100001', {'probability': 0.144, 'energy': -20.51546160131693, 'count': 34}), ('001100010100010', {'probability': 0.08159999999999998, 'energy': -20.51255128532648, 'count': 34}), ('100100010001100', {'probability': 0.13860000000000003, 'energy': -20.46892822533846, 'count': 34}), ('001100010001100', {'probability': 0.10819999999999998, 'energy': -20.418328411877155, 'count': 34}), ('010100100001100', {'probability': 0.12680000000000002, 'energy': -20.373435385525227, 'count': 34}), ('010100001001100', {'probability': 0.09559999999999995, 'energy': -20.31956148892641, 'count': 34}), ('010100001100001', {'probability': 0.12440000000000002, 'energy': -20.294116653501987, 'count': 34}), ('010100010100010', {'probability': 0.056, 'energy': -20.29120633751154, 'count': 34}), ('010100010001100', {'probability': 0.08959999999999997, 'energy': -20.196983464062214, 'count': 34}), ('100100001100100', {'probability': 0.3096000000000002, 'energy': -20.088150061666965, 'count': 35}), ('001100001100100', {'probability': 0.222, 'energy': -20.03755024820566, 'count': 34}), ('010100001100100', {'probability': 0.1246, 'energy': -19.81620530039072, 'count': 34}), ('100100100100001', {'probability': 0.2654, 'energy': -19.750816740095615, 'count': 35}), ('001100100100001', {'probability': 0.2181999999999999, 'energy': -19.70021692663431, 'count': 34}), ('010100100100001', {'probability': 0.1272, 'energy': -19.47887197881937, 'count': 34}), ('100100100100100', {'probability': 1.1941999999999984, 'energy': -19.27290538698435, 'count': 35}), ('001100100100100', {'probability': 0.29080000000000006, 'energy': -19.222305573523045, 'count': 35}), ('100100010100001', {'probability': 0.1296, 'energy': -19.128618635237217, 'count': 34}), ('001100010100001', {'probability': 0.10339999999999998, 'energy': -19.078018821775913, 'count': 34}), ('010100100100100', {'probability': 0.1888, 'energy': -19.000960625708103, 'count': 35}), ('010100010100001', {'probability': 0.0774, 'energy': -18.856673873960972, 'count': 34}), ('100100010100100', {'probability': 0.16320000000000004, 'energy': -18.65070728212595, 'count': 35}), ('001100010100100', {'probability': 0.10099999999999991, 'energy': -18.600107468664646, 'count': 34}), ('010100010100100', {'probability': 0.07819999999999996, 'energy': -18.378762520849705, 'count': 34}), ('100010001010010', {'probability': 0.05140000000000001, 'energy': -17.469513334333897, 'count': 33}), ('100010010010010', {'probability': 0.025599999999999998, 'energy': -17.419326938688755, 'count': 32}), ('001010001010010', {'probability': 0.022399999999999996, 'energy': -17.418913759291172, 'count': 33}), ('100010100010010', {'probability': 0.04779999999999998, 'energy': -17.393772520124912, 'count': 34}), ('001010010010010', {'probability': 0.026400000000000007, 'energy': -17.36872736364603, 'count': 33}), ('001010100010010', {'probability': 0.04379999999999998, 'energy': -17.343172945082188, 'count': 34}), ('010010001010010', {'probability': 0.0178, 'energy': -17.19756904989481, 'count': 33}), ('010010010010010', {'probability': 0.019399999999999997, 'energy': -17.147382654249668, 'count': 33}), ('010010100010010', {'probability': 0.03619999999999999, 'energy': -17.121828235685825, 'count': 33}), ('100010001010001', {'probability': 0.06500000000000002, 'energy': -16.0361186042428, 'count': 34}), ('100001001010010', {'probability': 0.07880000000000001, 'energy': -16.01221678406, 'count': 33}), ('100010010010001', {'probability': 0.050400000000000014, 'energy': -15.98593220859766, 'count': 33}), ('001010001010001', {'probability': 0.0856, 'energy': -15.985519029200077, 'count': 30}), ('100001010010010', {'probability': 0.04339999999999998, 'energy': -15.966198422014713, 'count': 34}), ('100010100010001', {'probability': 0.085, 'energy': -15.960377790033817, 'count': 34}), ('001001001010010', {'probability': 0.04579999999999998, 'energy': -15.958070494234562, 'count': 33}), ('100001100010010', {'probability': 0.0824, 'energy': -15.940708674490452, 'count': 34}), ('001010010010001', {'probability': 0.05540000000000001, 'energy': -15.935332633554935, 'count': 32}), ('001001010010010', {'probability': 0.043999999999999984, 'energy': -15.912052132189274, 'count': 31}), ('001010100010001', {'probability': 0.06000000000000003, 'energy': -15.909778214991093, 'count': 34}), ('001001100010010', {'probability': 0.06799999999999999, 'energy': -15.886562384665012, 'count': 34}), ('010010001010001', {'probability': 0.021599999999999994, 'energy': -15.764174319803715, 'count': 30}), ('010001001010010', {'probability': 0.05420000000000002, 'energy': -15.740272499620914, 'count': 31}), ('010010010010001', {'probability': 0.029799999999999986, 'energy': -15.713987924158573, 'count': 32}), ('010001010010010', {'probability': 0.021799999999999993, 'energy': -15.694254137575626, 'count': 30}), ('010010100010001', {'probability': 0.057, 'energy': -15.68843350559473, 'count': 34}), ('010001100010010', {'probability': 0.05280000000000002, 'energy': -15.668764390051365, 'count': 30}), ('100010001010100', {'probability': 0.08100000000000002, 'energy': -15.551790572702885, 'count': 34}), ('100010010010100', {'probability': 0.05200000000000002, 'energy': -15.501604177057743, 'count': 33}), ('001010001010100', {'probability': 0.05419999999999997, 'energy': -15.50119099766016, 'count': 33}), ('100010100010100', {'probability': 0.07379999999999998, 'energy': -15.4760497584939, 'count': 34}), ('001010010010100', {'probability': 0.039, 'energy': -15.451004602015018, 'count': 32}), ('001010100010100', {'probability': 0.06659999999999999, 'energy': -15.425450183451176, 'count': 34}), ('010010001010100', {'probability': 0.027000000000000014, 'energy': -15.279846288263798, 'count': 32}), ('010010010010100', {'probability': 0.026599999999999988, 'energy': -15.229659892618656, 'count': 31}), ('010010100010100', {'probability': 0.05460000000000002, 'energy': -15.204105474054813, 'count': 34}), ('100001001010001', {'probability': 0.11820000000000006, 'energy': -14.578822053968906, 'count': 34}), ('100001010010001', {'probability': 0.06380000000000001, 'energy': -14.532803691923618, 'count': 33}), ('001001001010001', {'probability': 0.10279999999999999, 'energy': -14.524675764143467, 'count': 34}), ('100001100010001', {'probability': 0.10799999999999998, 'energy': -14.507313944399357, 'count': 34}), ('001001010010001', {'probability': 0.08139999999999999, 'energy': -14.478657402098179, 'count': 32}), ('001001100010001', {'probability': 0.12580000000000002, 'energy': -14.453167654573917, 'count': 33}), ('100010100001010', {'probability': 0.06000000000000002, 'energy': -14.344273753464222, 'count': 34}), ('010001001010001', {'probability': 0.05020000000000001, 'energy': -14.30687776952982, 'count': 32}), ('001010100001010', {'probability': 0.059800000000000006, 'energy': -14.293674178421497, 'count': 33}), ('100010001001010', {'probability': 0.059200000000000016, 'energy': -14.283957548439503, 'count': 34}), ('010001010010001', {'probability': 0.04960000000000002, 'energy': -14.260859407484531, 'count': 32}), ('010001100010001', {'probability': 0.06180000000000003, 'energy': -14.23536965996027, 'count': 33}), ('001010001001010', {'probability': 0.08639999999999995, 'energy': -14.233357973396778, 'count': 30}), ('100010010001010', {'probability': 0.042999999999999976, 'energy': -14.167761392891407, 'count': 33}), ('001010010001010', {'probability': 0.04079999999999998, 'energy': -14.117161817848682, 'count': 33}), ('100001001010100', {'probability': 0.1302, 'energy': -14.09449402242899, 'count': 34}), ('010010100001010', {'probability': 0.049800000000000004, 'energy': -14.072329469025135, 'count': 33}), ('100001010010100', {'probability': 0.07440000000000002, 'energy': -14.048475660383701, 'count': 33}), ('001001001010100', {'probability': 0.08600000000000003, 'energy': -14.04034773260355, 'count': 34}), ('100001100010100', {'probability': 0.15660000000000004, 'energy': -14.02298591285944, 'count': 34}), ('010010001001010', {'probability': 0.04880000000000002, 'energy': -14.012013264000416, 'count': 33}), ('001001010010100', {'probability': 0.0712, 'energy': -13.994329370558262, 'count': 31}), ('001001100010100', {'probability': 0.10119999999999996, 'energy': -13.968839623034, 'count': 34}), ('010010010001010', {'probability': 0.03719999999999999, 'energy': -13.89581710845232, 'count': 30}), ('100010001100010', {'probability': 0.06580000000000001, 'energy': -13.827232576906681, 'count': 34}), ('010001001010100', {'probability': 0.09039999999999998, 'energy': -13.822549737989902, 'count': 33}), ('001010001100010', {'probability': 0.0664, 'energy': -13.776633001863956, 'count': 33}), ('010001010010100', {'probability': 0.030399999999999983, 'energy': -13.776531375944614, 'count': 30}), ('010001100010100', {'probability': 0.08019999999999998, 'energy': -13.751041628420353, 'count': 34}), ('010010001100010', {'probability': 0.04659999999999998, 'energy': -13.555288292467594, 'count': 34}), ('100010100100010', {'probability': 0.07060000000000002, 'energy': -13.018430210649967, 'count': 34}), ('001010100100010', {'probability': 0.08080000000000001, 'energy': -12.967830635607243, 'count': 34}), ('100010100001001', {'probability': 0.13699999999999998, 'energy': -12.947731263935566, 'count': 34}), ('001010100001001', {'probability': 0.10360000000000001, 'energy': -12.897131688892841, 'count': 33}), ('100001100001010', {'probability': 0.11620000000000003, 'energy': -12.891209907829762, 'count': 34}), ('100010001001001', {'probability': 0.10260000000000001, 'energy': -12.887415058910847, 'count': 33}), ('001001100001010', {'probability': 0.11420000000000002, 'energy': -12.837063618004322, 'count': 34}), ('001010001001001', {'probability': 0.12359999999999999, 'energy': -12.836815483868122, 'count': 31}), ('100001001001010', {'probability': 0.12860000000000002, 'energy': -12.826660998165607, 'count': 34}), ('001001001001010', {'probability': 0.09940000000000003, 'energy': -12.772514708340168, 'count': 33}), ('100010010001001', {'probability': 0.06620000000000004, 'energy': -12.771218903362751, 'count': 34}), ('010010100100010', {'probability': 0.047000000000000014, 'energy': -12.74648592621088, 'count': 34}), ('001010010001001', {'probability': 0.04579999999999999, 'energy': -12.720619328320026, 'count': 33}), ('100001010001010', {'probability': 0.06279999999999998, 'energy': -12.714632876217365, 'count': 34}), ('010010100001001', {'probability': 0.0996, 'energy': -12.675786979496479, 'count': 33}), ('001001010001010', {'probability': 0.050800000000000026, 'energy': -12.660486586391926, 'count': 31}), ('010001100001010', {'probability': 0.05059999999999999, 'energy': -12.619265623390675, 'count': 33}), ('010010001001001', {'probability': 0.07719999999999999, 'energy': -12.61547077447176, 'count': 33}), ('010001001001010', {'probability': 0.05679999999999997, 'energy': -12.55471671372652, 'count': 33}), ('010010010001001', {'probability': 0.051600000000000014, 'energy': -12.499274618923664, 'count': 31}), ('100010100001100', {'probability': 0.12600000000000003, 'energy': -12.478461153805256, 'count': 34}), ('010001010001010', {'probability': 0.05340000000000003, 'energy': -12.442688591778278, 'count': 30}), ('001010100001100', {'probability': 0.10660000000000001, 'energy': -12.427861578762531, 'count': 34}), ('100010001001100', {'probability': 0.14059999999999992, 'energy': -12.418144948780537, 'count': 34}), ('100010010100010', {'probability': 0.04599999999999999, 'energy': -12.396171666681767, 'count': 34}), ('100010001100001', {'probability': 0.12599999999999997, 'energy': -12.392700113356113, 'count': 34}), ('100001001100010', {'probability': 0.1034, 'energy': -12.369936026632786, 'count': 34}), ('001010001001100', {'probability': 0.13119999999999998, 'energy': -12.367545373737812, 'count': 33}), ('001010010100010', {'probability': 0.043999999999999984, 'energy': -12.345572091639042, 'count': 33}), ('001010001100001', {'probability': 0.10880000000000006, 'energy': -12.342100538313389, 'count': 34}), ('001001001100010', {'probability': 0.11539999999999999, 'energy': -12.315789736807346, 'count': 34}), ('100010010001100', {'probability': 0.07379999999999999, 'energy': -12.301948793232441, 'count': 34}), ('001010010001100', {'probability': 0.06460000000000002, 'energy': -12.251349218189716, 'count': 34}), ('010010100001100', {'probability': 0.08299999999999998, 'energy': -12.206516869366169, 'count': 34}), ('010010001001100', {'probability': 0.07280000000000002, 'energy': -12.14620066434145, 'count': 33}), ('010010010100010', {'probability': 0.0242, 'energy': -12.12422738224268, 'count': 33}), ('010010001100001', {'probability': 0.0856, 'energy': -12.120755828917027, 'count': 33}), ('010001001100010', {'probability': 0.05299999999999997, 'energy': -12.097991742193699, 'count': 34}), ('010010010001100', {'probability': 0.050200000000000015, 'energy': -12.030004508793354, 'count': 34}), ('100010001100100', {'probability': 0.11120000000000005, 'energy': -11.914788760244846, 'count': 34}), ('001010001100100', {'probability': 0.08639999999999999, 'energy': -11.864189185202122, 'count': 34}), ('010010001100100', {'probability': 0.0692, 'energy': -11.64284447580576, 'count': 34}), ('100010100100001', {'probability': 0.1148, 'energy': -11.5838977470994, 'count': 34}), ('100001100100010', {'probability': 0.12079999999999995, 'energy': -11.565366365015507, 'count': 34}), ('001010100100001', {'probability': 0.09640000000000001, 'energy': -11.533298172056675, 'count': 34}), ('001001100100010', {'probability': 0.11019999999999999, 'energy': -11.511220075190067, 'count': 34}), ('100001100001001', {'probability': 0.18960000000000005, 'energy': -11.494667418301105, 'count': 34}), ('001001100001001', {'probability': 0.17700000000000007, 'energy': -11.440521128475666, 'count': 34}), ('100001001001001', {'probability': 0.17339999999999994, 'energy': -11.430118508636951, 'count': 32}), ('001001001001001', {'probability': 0.20099999999999993, 'energy': -11.375972218811512, 'count': 34}), ('100001010001001', {'probability': 0.10219999999999997, 'energy': -11.31809038668871, 'count': 33}), ('010010100100001', {'probability': 0.06299999999999999, 'energy': -11.311953462660313, 'count': 33}), ('010001100100010', {'probability': 0.06120000000000002, 'energy': -11.29342208057642, 'count': 33}), ('001001010001001', {'probability': 0.09219999999999995, 'energy': -11.26394409686327, 'count': 32}), ('010001100001001', {'probability': 0.1412, 'energy': -11.222723133862019, 'count': 34}), ('010001001001001', {'probability': 0.09319999999999995, 'energy': -11.158174224197865, 'count': 34}), ('100010100100100', {'probability': 0.17640000000000003, 'energy': -11.105986393988132, 'count': 34}), ('001010100100100', {'probability': 0.144, 'energy': -11.055386818945408, 'count': 34}), ('010001010001001', {'probability': 0.05399999999999998, 'energy': -11.046146102249622, 'count': 33}), ('100001100001100', {'probability': 0.208, 'energy': -11.025397308170795, 'count': 34}), ('001001100001100', {'probability': 0.18639999999999998, 'energy': -10.971251018345356, 'count': 34}), ('100010010100001', {'probability': 0.09259999999999999, 'energy': -10.961639203131199, 'count': 34}), ('100001001001100', {'probability': 0.21540000000000004, 'energy': -10.960848398506641, 'count': 34}), ('100001010100010', {'probability': 0.08620000000000001, 'energy': -10.943043150007725, 'count': 34}), ('100001001100001', {'probability': 0.16780000000000006, 'energy': -10.935403563082218, 'count': 34}), ('001010010100001', {'probability': 0.09220000000000002, 'energy': -10.911039628088474, 'count': 33}), ('001001001001100', {'probability': 0.14240000000000005, 'energy': -10.906702108681202, 'count': 34}), ('001001010100010', {'probability': 0.05960000000000005, 'energy': -10.888896860182285, 'count': 34}), ('001001001100001', {'probability': 0.15699999999999995, 'energy': -10.881257273256779, 'count': 34}), ('100001010001100', {'probability': 0.08579999999999995, 'energy': -10.8488202765584, 'count': 34}), ('010010100100100', {'probability': 0.07520000000000002, 'energy': -10.834042109549046, 'count': 34}), ('001001010001100', {'probability': 0.14299999999999996, 'energy': -10.79467398673296, 'count': 34}), ('010001100001100', {'probability': 0.1276, 'energy': -10.753453023731709, 'count': 34}), ('010010010100001', {'probability': 0.03639999999999999, 'energy': -10.689694918692112, 'count': 33}), ('010001001001100', {'probability': 0.079, 'energy': -10.688904114067554, 'count': 34}), ('010001010100010', {'probability': 0.03979999999999998, 'energy': -10.671098865568638, 'count': 33}), ('010001001100001', {'probability': 0.1204, 'energy': -10.663459278643131, 'count': 33}), ('010001010001100', {'probability': 0.07959999999999999, 'energy': -10.576875992119312, 'count': 34}), ('100010010100100', {'probability': 0.08920000000000002, 'energy': -10.483727850019932, 'count': 34}), ('100001001100100', {'probability': 0.2091999999999999, 'energy': -10.457492209970951, 'count': 34}), ('001010010100100', {'probability': 0.06940000000000003, 'energy': -10.433128274977207, 'count': 34}), ('001001001100100', {'probability': 0.16319999999999987, 'energy': -10.403345920145512, 'count': 34}), ('010010010100100', {'probability': 0.03860000000000001, 'energy': -10.211783565580845, 'count': 33}), ('010001001100100', {'probability': 0.11899999999999995, 'energy': -10.185547925531864, 'count': 34}), ('100001100100001', {'probability': 0.2261999999999999, 'energy': -10.13083390146494, 'count': 34}), ('001001100100001', {'probability': 0.20780000000000004, 'energy': -10.0766876116395, 'count': 34}), ('010001100100001', {'probability': 0.1012, 'energy': -9.858889617025852, 'count': 34}), ('100001100100100', {'probability': 0.35779999999999973, 'energy': -9.652922548353672, 'count': 34}), ('001001100100100', {'probability': 0.18460000000000007, 'energy': -9.598776258528233, 'count': 34}), ('100001010100001', {'probability': 0.14380000000000004, 'energy': -9.508510686457157, 'count': 34}), ('001001010100001', {'probability': 0.10160000000000005, 'energy': -9.454364396631718, 'count': 33}), ('010001100100100', {'probability': 0.1346, 'energy': -9.380978263914585, 'count': 34}), ('010001010100001', {'probability': 0.0672, 'energy': -9.23656640201807, 'count': 34}), ('100001010100100', {'probability': 0.14060000000000003, 'energy': -9.03059933334589, 'count': 34}), ('001001010100100', {'probability': 0.12779999999999997, 'energy': -8.97645304352045, 'count': 34}), ('010001010100100', {'probability': 0.04480000000000004, 'energy': -8.758655048906803, 'count': 34})]"
