Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction
"Aer Simulation Local Penalty QAOA, post-selected",20.331583455204964,100001001010010100001,219.37771224975586,21,10000
"Aer Simulation Local Penalty QAOA, post-selected",18.638813450932503,001001001010010100010,377.1005048751831,21,5000,0.0007935483870967742
