Experiment,Ground State Energy,Best Measurement,Execution Time (seconds),Number of qubits,shots,Fraction
Aer Simulation Local Penalty QAOA,8.227999687194824,"{'state': 9481, 'bitstring': '010010100001001', 'value': (-55.642134703695774+0j), 'probability': 0.0002}",207.70973682403564,15,1000
Aer Simulation Local Penalty QAOA,8.219103813171387,"{'state': 9481, 'bitstring': '010010100001001', 'value': (-55.620940029621124+0j), 'probability': 0.0008}",263.5489490032196,15,5000,0.007648484848484849
