Size,CNOTs,cnot Depth
25,1188,333
25,1189,322
25,1119,310
25,1183,300
25,1111,314
25,1068,321
25,1370,355
25,1193,316
25,1201,313
25,1222,367
25,991,266
25,1082,275
25,1155,329
25,1167,314
25,1175,328
25,1191,338
25,1047,310
