Size,CNOTs,cnot Depth
36,2068,528
36,2103,552
36,2006,469
36,2201,571
36,2018,510
36,2183,535
36,2108,504
36,2059,508
36,2210,571
36,2073,502
36,2046,537
36,2283,598
36,1954,542
36,1809,428
36,1956,536
36,2032,507
36,1932,487
