Size,CNOTs,cnot Depth
49,2822,596
49,2801,672
49,2943,779
49,2765,710
49,2625,548
49,2612,599
49,2656,580
49,2563,588
49,2537,583
49,2454,570
49,2599,612
49,2719,626
49,2490,527
49,2539,512
49,2462,601
49,2565,585
