Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
49,1818,1977,669,7884
49,1734,1890,634,7603
49,1965,1950,727,7848
49,1745,2943,647,11870
49,1782,1989,647,7956
49,1665,1959,606,7870
49,1796,1995,647,8001
49,1720,1944,616,7836
49,1747,1923,630,7755
49,1626,1953,593,7886
49,1719,1965,623,7870
49,1795,1989,655,7921
49,1770,1929,653,7729
49,1806,1950,651,7832
49,1735,1887,628,7571
49,1921,1944,667,8634
