Size,CNOTs,cnot Depth
4,37,26
4,37,25
4,37,25
4,37,25
4,37,26
4,37,26
4,37,25
4,37,25
4,40,29
4,40,29
4,37,26
4,40,29
4,37,25
4,40,29
4,37,25
4,40,29
4,37,26
4,37,25
