Size,CNOTs,cnot Depth
16,487,184
16,494,193
16,492,181
16,434,158
16,486,183
16,458,178
16,489,193
16,477,183
16,471,176
16,460,188
16,493,189
16,466,190
16,466,179
16,472,175
16,504,198
16,437,154
16,487,197
