Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
36,1166,1179,429,4790
36,979,1545,360,6369
36,1043,1527,387,6240
36,1128,1506,414,6188
36,1127,1194,414,4808
36,1163,1188,427,4791
36,1035,1149,382,4664
36,1147,1173,420,4760
36,1153,1212,412,4927
36,1149,1194,422,4818
36,1090,1230,403,4942
36,1111,1197,408,4835
36,2880,3234,1061,12536
36,1180,1218,430,4952
36,1264,1230,437,5442
