Size,CNOTs,cnot Depth
49,2781,749
49,2781,745
49,2633,744
49,2792,761
49,2770,735
49,2990,706
49,2820,729
49,2843,746
49,3036,784
49,2751,692
49,3072,780
49,3431,906
49,2688,707
49,2990,830
49,2964,779
49,2715,678
