Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
25,959,887,347,3555
25,957,875,342,3503
25,1012,905,366,3618
25,1029,899,366,3613
25,974,890,357,3548
25,948,884,337,3574
25,946,875,343,3505
25,909,881,326,3586
25,1889,1814,690,7071
25,1026,887,373,3539
25,1000,895,352,3975
