Size,CNOTs,cnot Depth
4,14,11
4,20,16
4,18,14
4,14,11
4,14,11
4,14,11
4,18,14
4,20,16
4,14,11
4,18,14
4,14,11
4,14,11
4,18,14
4,20,16
4,18,14
4,14,11
4,18,14
4,14,11
4,14,11
4,20,16
4,18,14
4,20,16
4,18,14
4,14,11
