Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
16,481,396,167,1611
16,459,390,160,1587
16,461,390,160,1592
16,458,390,160,1596
16,477,396,165,1620
16,471,390,161,1609
16,458,390,160,1596
16,448,390,157,1589
16,1048,754,376,2986
16,459,390,160,1592
16,506,412,181,1797
