Size,CNOTs,cnot Depth
25,939,355
25,1010,336
25,1050,403
25,1135,418
25,1030,328
25,1199,386
25,1063,371
25,1126,436
25,1096,369
25,955,305
25,1017,357
25,1020,342
25,975,359
25,984,346
25,1090,345
25,1115,401
25,1071,387
