Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
4,29,13,10,62
6,68,32,23,151
4,29,13,10,62
4,29,13,10,62
4,29,13,10,62
4,29,13,10,62
4,29,13,10,62
4,29,13,10,62
4,29,13,10,62
4,29,16,10,78
4,29,16,10,78
4,40,16,14,71
4,29,13,10,62
4,30,13,10,62
