Size,CNOTs,cnot Depth
9,156,67
9,156,64
9,156,67
9,156,67
9,159,66
9,156,67
9,156,67
9,156,64
9,156,67
9,156,64
9,156,64
9,156,64
9,156,64
9,156,67
9,156,67
9,156,67
9,156,67
9,159,66
