Size,CNOTs,cnot Depth
49,3164,712
49,3116,745
49,3067,548
49,2938,619
49,2985,591
49,3215,706
49,2834,565
49,3171,633
49,3397,797
49,3078,531
49,2865,584
49,3024,647
49,3377,720
49,2896,655
49,3347,644
49,3305,769
