Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
25,746,655,267,2641
25,746,655,267,2641
25,746,655,267,2641
25,746,655,267,2641
25,746,655,267,2641
25,746,655,267,2641
25,746,655,267,2641
25,716,652,260,2600
25,1313,1459,485,5698
25,746,655,267,2641
25,767,655,267,2889
