Size,CNOTs,cnot Depth
36,1509,388
36,1440,395
36,1593,407
36,1402,372
36,1405,351
36,1499,346
36,1502,389
36,1483,350
36,1368,368
36,1425,340
36,1467,339
36,1471,365
36,1484,385
36,1352,340
36,1456,374
36,1398,339
36,1485,355
