Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
36,1087,1206,397,4889
36,970,1530,358,6228
36,980,1536,358,6324
36,1032,1548,379,6353
36,1033,1164,380,4712
36,1187,1206,430,4845
36,1055,1164,387,4725
36,1327,1242,479,5012
36,1107,1206,399,4936
36,1157,1227,417,4966
36,1180,1191,427,4815
36,1056,1182,382,4812
36,2880,3234,1061,12536
36,1185,1218,428,4948
36,1293,1218,456,5396
