Size,Depth,Two-Qubit Gates,two_qubit Depth,Total Gates
49,1834,2371,681,9430
49,1898,2419,704,9613
49,2139,2396,782,9573
49,1883,3464,699,13820
49,1806,2365,664,9484
49,2082,2428,760,9633
49,1815,2443,664,9790
49,1748,2194,630,8860
49,2152,2399,775,9621
49,1854,2275,687,9063
49,1959,2464,719,9853
49,1856,2336,677,9327
49,2266,2492,834,9923
49,2202,2463,810,9732
49,1954,2449,717,9700
49,2430,2484,847,11032
